Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
218556176,0000012F,false,Rx,0,8,D5,2D,88,1D,F4,01,30,0B,
218557276,0000019A,false,Rx,0,6,37,F7,98,7E,00,20,00,00,
218558272,0000019F,false,Rx,0,6,67,F7,18,80,00,20,00,00,
218559732,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
218560676,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
218561760,000001C4,false,Rx,0,7,84,00,82,00,BB,F1,FF,00,
218562860,000001C5,false,Rx,0,7,86,00,80,00,BB,F1,FF,00,
218563896,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
218564820,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
218566052,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
218571276,000001B3,false,Rx,0,8,FC,A4,00,F2,00,FF,8A,D3,
218590680,000002CA,false,Rx,0,2,66,6B,00,00,00,00,00,00,
218593556,000000A5,false,Rx,0,8,4F,F1,87,77,78,00,00,F1,
218607760,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
218631788,000001A6,false,Rx,0,8,41,00,40,00,3F,00,40,F2,
218645012,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
218651784,000002BB,false,Rx,0,5,23,F8,83,00,F2,00,00,00,
218652984,00000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
218654144,000000E4,false,Rx,0,8,83,F2,86,7F,22,FF,7F,8E,
218655248,00000199,false,Rx,0,6,93,F2,D3,7E,02,B0,00,00,
218656308,0000012F,false,Rx,0,8,32,2E,88,1D,F4,01,30,0B,
218657404,0000019A,false,Rx,0,6,CF,F2,9A,7E,00,20,00,00,
218658400,0000019F,false,Rx,0,6,5C,F2,F1,7F,00,20,00,00,
218659732,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
218660840,000001C4,false,Rx,0,7,84,00,82,00,C5,F1,FF,00,
218661936,000001C5,false,Rx,0,7,86,00,80,00,C5,F1,FF,00,
218663616,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
218666120,00000328,false,Rx,0,6,D9,44,EF,11,0E,22,00,00,
218671272,000001B3,false,Rx,0,8,FC,A4,00,F3,00,FF,8A,D4,
218678100,00000297,false,Rx,0,7,D5,EC,F0,EC,F0,F0,FC,00,
218683604,00000267,false,Rx,0,6,E1,FD,5D,01,DE,01,00,00,
218693564,000000A5,false,Rx,0,8,C1,F6,87,77,78,00,00,F1,
218707756,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
218731784,000001A6,false,Rx,0,8,41,00,40,00,3F,00,D0,F3,
218745008,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
218747536,00000173,false,Rx,0,8,4E,FB,00,0E,30,00,FE,D0,
218751816,000002BB,false,Rx,0,5,04,FA,83,00,F2,00,00,00,
218753020,00000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
218754208,000000E4,false,Rx,0,8,82,FC,86,7F,22,FF,7F,8E,
218755376,0000012F,false,Rx,0,8,33,20,88,1D,F4,01,30,0B,
218756476,00000199,false,Rx,0,6,EC,FC,D5,7E,02,B0,00,00,
218757472,0000019A,false,Rx,0,6,2F,FC,8F,7E,00,20,00,00,
218758468,0000019F,false,Rx,0,6,7F,FC,0F,80,00,20,00,00,
218759728,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
218760676,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
218761764,000001C4,false,Rx,0,7,84,00,82,00,CF,F1,FF,00,
218762864,000001C5,false,Rx,0,7,86,00,80,00,CF,F1,FF,00,
218764040,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
218765084,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
218771240,000001B3,false,Rx,0,8,FC,A4,00,F4,00,FF,8A,D5,
218784420,00000267,false,Rx,0,6,E1,FD,5D,01,DE,01,00,00,
218785680,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
218793672,000000A5,false,Rx,0,8,27,FB,87,77,78,00,00,F1,
218797352,000003D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
218798228,000002D3,false,Rx,0,4,00,FF,FF,FF,00,00,00,00,
218799112,00000314,false,Rx,0,3,11,42,00,00,00,00,00,00,
218800156,0000028B,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
218807760,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
218810020,00000306,false,Rx,0,2,AC,F7,00,00,00,00,00,00,
218831780,000001A6,false,Rx,0,8,41,00,40,00,3F,00,60,F5,
218845000,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
218851744,000002BB,false,Rx,0,5,6D,FC,83,00,F2,00,00,00,
218852956,00000289,false,Rx,0,8,C1,FC,E0,E0,E1,00,0C,00,
218854116,000000E4,false,Rx,0,8,B7,F7,86,7F,22,FF,7F,8E,
218855216,00000199,false,Rx,0,6,D2,F7,C9,7E,02,B0,00,00,
218856276,0000012F,false,Rx,0,8,6E,21,88,1D,F4,01,30,0B,
218857376,0000019A,false,Rx,0,6,7B,F7,8E,7E,00,20,00,00,
218858372,0000019F,false,Rx,0,6,EA,F7,F7,7F,00,20,00,00,
218859368,00000267,false,Rx,0,6,E1,FD,5E,00,DE,01,00,00,
218860360,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
218861316,000001C4,false,Rx,0,7,84,00,82,00,D9,F1,FF,00,
218862416,000001C5,false,Rx,0,7,86,00,80,00,D9,F1,FF,00,
218864472,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
218871240,000001B3,false,Rx,0,8,FC,A4,00,F5,00,FF,8A,D6,
218877928,00000297,false,Rx,0,7,93,ED,F0,EC,F0,F0,FC,00,
218893552,000000A5,false,Rx,0,8,4F,F1,87,77,78,00,00,F1,
218907760,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
218931764,000001A6,false,Rx,0,8,41,00,40,00,3F,00,F0,F6,
218945020,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
218947524,00000173,false,Rx,0,8,26,F1,00,0E,30,00,FE,D0,
218948720,000002C4,false,Rx,0,8,F8,80,FF,64,64,64,00,F0,
218951584,000002BB,false,Rx,0,5,4A,FE,83,00,F2,00,00,00,
218952780,00000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
218953952,000000E4,false,Rx,0,8,83,F2,86,7F,22,FF,7F,8E,
218955052,00000199,false,Rx,0,6,DD,F2,D7,7E,02,B0,00,00,
218956052,0000019A,false,Rx,0,6,52,F2,9B,7E,00,20,00,00,
218957108,0000012F,false,Rx,0,8,89,22,88,1D,F4,01,30,0B,
218958204,0000019F,false,Rx,0,6,F5,F2,07,80,00,20,00,00,
218959196,000002C3,false,Rx,0,5,0D,14,0F,00,00,00,00,00,
218960128,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
218961076,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
218962028,000001C4,false,Rx,0,7,84,00,82,00,E3,F1,FF,00,
218963116,000001C5,false,Rx,0,7,86,00,80,00,E3,F1,FF,00,
218964284,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
218965520,00000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
218966596,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
218967428,000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
218971236,000001B3,false,Rx,0,8,FC,A4,00,F6,00,FF,8A,D7,
218993564,000000A5,false,Rx,0,8,C1,F6,87,77,78,00,00,F1,
219006204,00000267,false,Rx,0,6,E1,FD,5E,00,DE,01,00,00,
219007532,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219031792,000001A6,false,Rx,0,8,41,00,40,00,3F,00,80,F8,
219044140,000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
219045236,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219051656,000002BB,false,Rx,0,5,22,F1,83,00,F2,00,00,00,
219052856,00000289,false,Rx,0,8,27,F1,E0,E0,E1,00,0C,00,
219054052,000000E4,false,Rx,0,8,82,FC,86,7F,22,FF,7F,8E,
219055160,00000199,false,Rx,0,6,71,FC,D4,7E,02,B0,00,00,
219056204,0000012F,false,Rx,0,8,D4,23,88,1D,F4,01,30,0B,
219057300,0000019A,false,Rx,0,6,FF,FC,91,7E,00,20,00,00,
219058296,0000019F,false,Rx,0,6,98,FC,FD,7F,00,20,00,00,
219059720,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
219060844,000001C4,false,Rx,0,7,84,00,82,00,ED,F1,FF,00,
219061952,000001C5,false,Rx,0,7,86,00,80,00,ED,F1,FF,00,
219065380,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219071156,000001B3,false,Rx,0,8,FC,A4,00,F7,00,FF,8A,D8,
219077692,00000297,false,Rx,0,7,59,EE,F0,EC,F0,F0,FC,00,
219093680,000000A5,false,Rx,0,8,27,FB,87,77,78,00,00,F1,
219107752,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219131780,000001A6,false,Rx,0,8,41,00,40,00,3F,00,10,FA,
219145180,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219147520,00000173,false,Rx,0,8,A8,F6,00,0E,30,00,FE,D0,
219151660,000002BB,false,Rx,0,5,05,F3,83,00,F2,00,00,00,
219152860,00000289,false,Rx,0,8,9D,F3,E0,E0,E1,00,0C,00,
219154028,000000E4,false,Rx,0,8,B7,F7,86,7F,22,FF,7F,8E,
219155132,00000199,false,Rx,0,6,9C,F7,CD,7E,02,B0,00,00,
219156184,0000012F,false,Rx,0,8,5A,24,88,1D,F4,01,30,0B,
219157284,0000019A,false,Rx,0,6,11,F7,93,7E,00,20,00,00,
219158280,0000019F,false,Rx,0,6,64,F7,03,80,00,20,00,00,
219159724,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
219160668,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
219161764,000001C4,false,Rx,0,7,84,00,82,00,F7,F1,FF,00,
219162880,000001C5,false,Rx,0,7,86,00,80,00,F7,F1,FF,00,
219164056,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
219165784,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219167532,00000267,false,Rx,0,6,E1,FD,5E,00,DE,01,00,00,
219171216,000001B3,false,Rx,0,8,FC,A4,00,F8,00,FF,8A,D9,
219193628,000000A5,false,Rx,0,8,4F,F1,87,77,78,00,00,F1,
219206556,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
219207756,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219231768,000001A6,false,Rx,0,8,41,00,40,00,3F,00,A0,FB,
219244984,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219251648,000002BB,false,Rx,0,5,6C,F5,83,00,F2,00,00,00,
219252852,00000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
219254024,000000E4,false,Rx,0,8,83,F2,86,7F,22,FF,7F,8E,
219255128,00000199,false,Rx,0,6,F9,F2,CE,7E,02,B0,00,00,
219256124,0000019A,false,Rx,0,6,1D,F2,96,7E,00,20,00,00,
219257220,0000012F,false,Rx,0,8,07,25,88,1D,F4,01,30,0B,
219258316,0000019F,false,Rx,0,6,7A,F2,FA,7F,00,20,00,00,
219259724,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
219260860,000001C4,false,Rx,0,7,84,00,82,00,01,F2,FF,00,
219261972,000001C5,false,Rx,0,7,86,00,80,00,01,F2,FF,00,
219266208,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219271200,000001B3,false,Rx,0,8,FC,A4,00,F9,00,FF,8A,DA,
219276180,000003FB,false,Rx,0,6,C7,90,01,10,F1,48,00,00,
219277552,00000297,false,Rx,0,7,DA,E0,F0,EC,F0,F0,FC,00,
219292528,000003F9,false,Rx,0,8,70,1E,80,70,7A,79,1F,47,
219293684,000000A5,false,Rx,0,8,C1,F6,87,77,78,00,00,F1,
219307748,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219331756,000001A6,false,Rx,0,8,41,00,40,00,3F,00,30,FD,
219344980,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219347528,00000173,false,Rx,0,8,4E,FB,00,0E,30,00,FE,D0,
219348612,000002ED,false,Rx,0,3,66,F9,01,00,00,00,00,00,
219351648,000002BB,false,Rx,0,5,4B,F7,83,00,F2,00,00,00,
219352836,00000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
219354032,000000E4,false,Rx,0,8,82,FC,86,7F,22,FF,7F,8E,
219355132,00000199,false,Rx,0,6,CB,FC,D7,7E,02,B0,00,00,
219356184,0000012F,false,Rx,0,8,E0,26,88,1D,F4,01,30,0B,
219357284,0000019A,false,Rx,0,6,08,FC,8D,7E,00,20,00,00,
219358276,0000019F,false,Rx,0,6,7E,FC,06,80,00,20,00,00,
219359256,000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
219360032,000002A6,false,Rx,0,2,00,A4,00,00,00,00,00,00,
219360808,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
219361752,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
219362696,000001C4,false,Rx,0,7,84,00,82,00,0B,F2,FF,00,
219363744,000001C5,false,Rx,0,7,86,00,80,00,0B,F2,FF,00,
219364772,000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
219365552,000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
219366340,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
219367388,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219368208,000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
219371140,000001B3,false,Rx,0,8,FC,A4,00,FA,00,FF,8A,DB,
219393640,000000A5,false,Rx,0,8,27,FB,87,77,78,00,00,F1,
219400884,000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
219407508,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219425508,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
219431768,000001A6,false,Rx,0,8,41,00,40,00,3F,00,C0,FE,
219438024,000000F2,false,Rx,0,8,F1,FF,87,C1,FF,FF,FF,FF,
219445100,000001B9,false,Rx,0,2,00,FF,00,00,00,00,00,00,
219445868,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219447540,000002C4,false,Rx,0,8,F8,80,FF,64,64,64,00,F0,
219451680,000002BB,false,Rx,0,5,BE,F9,83,00,F2,00,00,00,
219452868,00000289,false,Rx,0,8,F5,F9,E0,E0,E1,00,0C,00,
219454036,000000E4,false,Rx,0,8,B7,F7,86,7F,22,FF,7F,8E,
219455136,00000199,false,Rx,0,6,B8,F7,D4,7E,02,B0,00,00,
219456180,0000012F,false,Rx,0,8,BD,27,88,1D,F4,01,30,0B,
219457280,0000019A,false,Rx,0,6,E6,F7,8F,7E,00,20,00,00,
219458276,0000019F,false,Rx,0,6,EA,F7,F7,7F,00,20,00,00,
219459708,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
219460816,000001C4,false,Rx,0,7,84,00,82,00,15,F2,FF,00,
219461924,000001C5,false,Rx,0,7,86,00,80,00,15,F2,FF,00,
219466968,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219471160,000001B3,false,Rx,0,8,FC,A4,00,FB,00,FF,8A,DC,
219477176,00000297,false,Rx,0,7,9C,E1,F0,EC,F0,F0,FC,00,
219478360,0000032E,false,Rx,0,8,FF,FF,FF,5E,B0,FF,FF,4B,
219479456,00000247,false,Rx,0,2,00,00,00,00,00,00,00,00,
219480252,000002E6,false,Rx,0,8,00,64,00,FF,AF,00,0F,28,
219482368,000002EA,false,Rx,0,8,FF,FF,FF,FF,AF,00,3F,28,
219483472,000003F8,false,Rx,0,7,00,FF,FF,1F,00,FF,FF,00,
219493624,000000A5,false,Rx,0,8,4F,F1,87,77,78,00,00,F1,
219507504,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219531732,000001A6,false,Rx,0,8,41,00,40,00,3F,00,50,F0,
219544960,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219547512,00000173,false,Rx,0,8,26,F1,00,0E,30,00,FE,D0,
219551656,000002BB,false,Rx,0,5,99,FB,83,00,F2,00,00,00,
219552860,00000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
219554032,000000E4,false,Rx,0,8,83,F2,86,7F,22,FF,7F,8E,
219555136,00000199,false,Rx,0,6,90,F2,C8,7E,02,B0,00,00,
219556156,0000012F,false,Rx,0,8,E1,28,88,1D,F4,01,30,0B,
219557256,0000019A,false,Rx,0,6,CF,F2,9A,7E,00,20,00,00,
219558252,0000019F,false,Rx,0,6,13,F2,FC,7F,00,20,00,00,
219559720,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
219560664,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
219561768,000001C4,false,Rx,0,7,84,00,82,00,1F,F2,FF,00,
219562856,000001C5,false,Rx,0,7,86,00,80,00,1F,F2,FF,00,
219564040,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
219567332,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219571204,000001B3,false,Rx,0,8,FC,A4,00,FC,00,FF,8A,DD,
219590612,000002CA,false,Rx,0,2,66,6B,00,00,00,00,00,00,
219593640,000000A5,false,Rx,0,8,C1,F6,87,77,78,00,00,F1,
219604956,00000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
219607500,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219631756,000001A6,false,Rx,0,8,41,00,40,00,3F,00,E0,F1,
219644964,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219651684,000002BB,false,Rx,0,5,F0,FD,83,00,F2,00,00,00,
219652880,00000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
219654072,000000E4,false,Rx,0,8,82,FC,86,7F,22,FF,7F,8E,
219655180,00000199,false,Rx,0,6,CA,FC,DE,7E,02,B0,00,00,
219656232,0000012F,false,Rx,0,8,BC,29,88,1D,F4,01,30,0B,
219657328,0000019A,false,Rx,0,6,2F,FC,8F,7E,00,20,00,00,
219658328,0000019F,false,Rx,0,6,F0,FC,F2,7F,00,20,00,00,
219659708,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
219660824,000001C4,false,Rx,0,7,84,00,82,00,29,F2,FF,00,
219661920,000001C5,false,Rx,0,7,86,00,80,00,29,F2,FF,00,
219666024,00000328,false,Rx,0,6,DA,44,EF,11,0E,22,00,00,
219667792,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219671128,000001B3,false,Rx,0,8,FC,A4,00,FD,00,FF,8A,DE,
219676920,00000297,false,Rx,0,7,56,E2,F0,EC,F0,F0,FC,00,
219693636,000000A5,false,Rx,0,8,27,FB,87,77,78,00,00,F1,
219707736,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219731724,000001A6,false,Rx,0,8,41,00,40,00,3F,00,70,F3,
219744952,00000281,false,Rx,0,2,47,F3,00,00,00,00,00,00,
219747516,00000173,false,Rx,0,8,A8,F6,00,0E,30,00,FE,D0,
219751668,000002BB,false,Rx,0,5,BF,F0,83,00,F2,00,00,00,
219752852,00000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
219754016,000000E4,false,Rx,0,8,B7,F7,86,7F,22,FF,7F,8E,
219755120,00000199,false,Rx,0,6,26,F7,CE,7E,02,B0,00,00,
219756164,0000012F,false,Rx,0,8,5B,2A,88,1D,F4,01,30,0B,
219757260,0000019A,false,Rx,0,6,8F,F7,89,7E,00,20,00,00,
219758256,0000019F,false,Rx,0,6,51,F7,FD,7F,00,20,00,00,
219759720,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
219760664,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
219761756,000001C4,false,Rx,0,7,84,00,82,00,33,F2,FF,00,
219762840,000001C5,false,Rx,0,7,86,00,80,00,33,F2,FF,00,
219764016,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
219768148,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219771152,000001B3,false,Rx,0,8,FC,A4,00,FE,00,FF,8A,DF,
219793624,000000A5,false,Rx,0,8,4F,F1,87,77,78,00,00,F1,
219797324,000003D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
219807496,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219809980,00000306,false,Rx,0,2,AC,F7,00,00,00,00,00,00,
219831744,000001A6,false,Rx,0,8,41,00,40,00,3F,00,00,F5,
219844948,00000281,false,Rx,0,2,46,F3,00,00,00,00,00,00,
219847820,00000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
219851656,000002BB,false,Rx,0,5,98,F2,83,00,F2,00,00,00,
219852852,00000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
219854020,000000E4,false,Rx,0,8,83,F2,86,7F,22,FF,7F,8E,
219855120,00000199,false,Rx,0,6,B7,F2,CA,7E,02,B0,00,00,
219856176,0000012F,false,Rx,0,8,06,2B,88,1D,F4,01,30,0B,
219857272,0000019A,false,Rx,0,6,86,F2,A1,7E,00,20,00,00,
219858268,0000019F,false,Rx,0,6,AB,F2,ED,7F,00,20,00,00,
219859716,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
219860840,000001C4,false,Rx,0,7,84,00,82,00,3D,F2,FF,00,
219861936,000001C5,false,Rx,0,7,86,00,80,00,3D,F2,FF,00,
219868608,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219871144,000001B3,false,Rx,0,8,FC,A4,00,F0,00,FF,8A,D1,
219876852,00000297,false,Rx,0,7,10,E3,F0,EC,F0,F0,FC,00,
219893636,000000A5,false,Rx,0,8,C1,F6,87,77,78,00,00,F1,
219907488,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
219923756,000005E7,false,Rx,0,8,99,01,0A,55,01,00,00,00,
219931732,000001A6,false,Rx,0,8,41,00,40,00,3F,00,90,F6,
219944972,00000281,false,Rx,0,2,45,F3,00,00,00,00,00,00,
219947616,00000173,false,Rx,0,8,4E,FB,00,0E,30,00,FE,D0,
219948808,000002C4,false,Rx,0,8,F8,80,FF,64,64,64,00,F0,
219951660,000002BB,false,Rx,0,5,F1,F4,83,00,F2,00,00,00,
219952856,00000289,false,Rx,0,8,13,F4,E0,E0,E1,00,0C,00,
219954048,000000E4,false,Rx,0,8,82,FC,86,7F,22,FF,7F,8E,
219955148,00000199,false,Rx,0,6,85,FC,D3,7E,02,B0,00,00,
219956232,0000012F,false,Rx,0,8,88,2C,88,1D,F4,01,30,0B,
219957332,0000019A,false,Rx,0,6,96,FC,97,7E,00,20,00,00,
219958328,0000019F,false,Rx,0,6,8A,FC,01,80,00,20,00,00,
219959716,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
219960660,000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
219961756,000001C4,false,Rx,0,7,84,00,82,00,47,F2,FF,00,
219962844,000001C5,false,Rx,0,7,86,00,80,00,47,F2,FF,00,
219964020,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
219969292,000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
219970272,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
219971268,000001B3,false,Rx,0,8,FC,A4,00,F1,00,FF,8A,D2,
219993628,000000A5,false,Rx,0,8,27,FB,87,77,78,00,00,F1,
220007484,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
220031760,000001A6,false,Rx,0,8,41,00,40,00,3F,00,20,F8,
220044956,00000281,false,Rx,0,2,45,F3,00,00,00,00,00,00,
220048068,000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
220051640,000002BB,false,Rx,0,5,D6,F6,83,00,F2,00,00,00,
220052832,00000289,false,Rx,0,8,A9,F6,E0,E0,E1,00,0C,00,
220053996,000000E4,false,Rx,0,8,B7,F7,86,7F,22,FF,7F,8E,
220055100,00000199,false,Rx,0,6,D1,F7,D2,7E,02,B0,00,00,
220056144,0000012F,false,Rx,0,8,D5,2D,88,1D,F4,01,30,0B,
220057240,0000019A,false,Rx,0,6,7A,F7,87,7E,00,20,00,00,
220058240,0000019F,false,Rx,0,6,76,F7,FF,7F,00,20,00,00,
220059700,000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
220060816,000001C4,false,Rx,0,7,84,00,82,00,51,F2,FF,00,
220061904,000001C5,false,Rx,0,7,86,00,80,00,51,F2,FF,00,
220065496,00000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
220069360,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
220071092,000001B3,false,Rx,0,8,FC,A4,00,F2,00,FF,8A,D3,
220076652,00000297,false,Rx,0,7,DF,E4,F0,EC,F0,F0,FC,00,
220093616,000000A5,false,Rx,0,8,4F,F1,87,77,78,00,00,F1,
220107476,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
220131716,000001A6,false,Rx,0,8,41,00,40,00,3F,00,B0,F9,
220144952,00000281,false,Rx,0,2,45,F3,00,00,00,00,00,00,
220147604,00000173,false,Rx,0,8,26,F1,00,0E,30,00,FE,D0,
220151636,000002BB,false,Rx,0,5,23,F8,83,00,F2,00,00,00,
220152840,00000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
220154016,000000E4,false,Rx,0,8,83,F2,86,7F,22,FF,7F,8E,
220155116,00000199,false,Rx,0,6,43,F2,CD,7E,02,B0,00,00,
220156164,0000012F,false,Rx,0,8,32,2E,88,1D,F4,01,30,0B,
220157264,0000019A,false,Rx,0,6,1C,F2,9F,7E,00,20,00,00,
220158260,0000019F,false,Rx,0,6,26,F2,02,80,00,20,00,00,
220159716,0000018F,false,Rx,0,5,F8,7F,F1,FF,FF,00,00,00,
220160664,000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
220161772,000001C4,false,Rx,0,7,84,00,82,00,5B,F2,FF,00,
220162880,000001C5,false,Rx,0,7,86,00,80,00,5B,F2,FF,00,
220164044,00000302,false,Rx,0,7,FF,FF,F8,7F,FF,FF,FF,00,
220169748,000002BF,false,Rx,0,3,00,00,00,00,00,00,00,00,
220171116,000001B3,false,Rx,0,8,FC,A4,00,F3,00,FF,8A,D4,
220193628,000000A5,false,Rx,0,8,C1,F6,87,77,78,00,00,F1,
220204204,000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
220205408,000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
220206636,000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
220207848,000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
220209096,000000F0,false,Rx,0,8,FC,FF,FF,FF,FF,FF,FF,FF,
220210200,00000130,false,Rx,0,5,41,F0,FC,FF,FF,00,00,00,
220211264,0000026E,false,Rx,0,8,00,40,40,00,FF,FF,FF,FF,
220212416,000002FC,false,Rx,0,7,81,10,01,00,00,00,00,00,
