Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
199080596,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199093932,0000000A5,false,Rx,0,8,C9,F0,0A,B8,80,34,0B,F1,
199101484,000000297,false,Rx,0,7,DF,E4,F0,EC,F0,F0,FC,00,
199104656,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199108416,0000002D0,false,Rx,0,2,02,FF,00,00,00,00,00,00,
199132664,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,90,F1,
199134984,000000267,false,Rx,0,6,E1,FD,5C,00,C0,01,00,00,
199135972,000000277,false,Rx,0,4,E1,9D,11,FF,00,00,00,00,
199146348,000000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
199147808,000000173,false,Rx,0,8,E5,F1,00,02,20,00,F2,D7,
199149408,0000001B3,false,Rx,0,8,FC,11,00,F3,04,FF,8A,45,
199150984,00000012F,false,Rx,0,8,B0,76,8A,DD,F1,01,33,0B,
199152580,0000002BB,false,Rx,0,5,23,F8,83,00,F2,00,00,00,
199153788,000000289,false,Rx,0,8,A8,F8,E0,E0,E1,00,0C,00,
199154956,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
199156060,000000199,false,Rx,0,6,E6,F2,D4,7E,03,A0,00,00,
199157056,00000019A,false,Rx,0,6,CE,F2,93,7E,00,20,00,00,
199158052,00000019F,false,Rx,0,6,68,F2,06,80,00,20,00,00,
199159724,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
199160668,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
199161784,0000001C4,false,Rx,0,7,84,00,82,00,26,FA,FF,00,
199162876,0000001C5,false,Rx,0,7,86,00,80,00,26,FA,FF,00,
199164044,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
199181008,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199193856,0000000A5,false,Rx,0,8,B1,F6,09,88,80,40,0B,F1,
199204648,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199215604,000000393,false,Rx,0,4,3F,32,00,FD,00,00,00,00,
199228224,00000022A,false,Rx,0,3,3F,FF,FF,00,00,00,00,00,
199232708,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,20,F3,
199246612,000000281,false,Rx,0,2,DB,F3,00,00,00,00,00,00,
199249368,0000001B3,false,Rx,0,8,FC,11,00,F4,04,FF,8A,46,
199250972,00000012F,false,Rx,0,8,57,77,8A,DD,F2,01,33,0B,
199252580,0000002BB,false,Rx,0,5,04,FA,83,00,F2,00,00,00,
199253780,000000289,false,Rx,0,8,12,FA,E0,E0,E1,00,0C,00,
199254956,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
199256056,000000199,false,Rx,0,6,20,FC,CA,7E,03,A0,00,00,
199257052,00000019A,false,Rx,0,6,F8,FC,AE,7E,00,20,00,00,
199258048,00000019F,false,Rx,0,6,E3,FC,07,80,00,20,00,00,
199259720,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
199260848,0000001C4,false,Rx,0,7,84,00,82,00,30,FA,FF,00,
199261944,0000001C5,false,Rx,0,7,86,00,80,00,30,FA,FF,00,
199277776,0000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
199281356,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199293680,0000003F9,false,Rx,0,8,5F,11,82,32,7A,79,0F,47,
199294844,0000000A5,false,Rx,0,8,A5,FB,07,68,80,48,0B,F1,
199301440,000000297,false,Rx,0,7,99,E5,F0,EC,F0,F0,FC,00,
199304648,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199327564,000000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
199332664,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,B0,F4,
199347232,000000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
199348428,000000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
199349512,0000002ED,false,Rx,0,3,5D,F4,01,00,00,00,00,00,
199350360,0000001B3,false,Rx,0,8,FC,11,00,F5,04,FF,8A,47,
199352476,00000012F,false,Rx,0,8,0B,78,8A,DD,F2,01,33,0B,
199353568,0000002BB,false,Rx,0,5,6D,FC,83,00,F2,00,00,00,
199354520,000000289,false,Rx,0,8,C1,FC,E0,E0,E1,00,0C,00,
199356636,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
199357732,00000019A,false,Rx,0,6,AA,F7,99,7E,00,20,00,00,
199358728,00000019F,false,Rx,0,6,DC,F7,12,80,00,20,00,00,
199359712,0000002A6,false,Rx,0,2,00,F4,00,00,00,00,00,00,
199360492,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
199362448,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
199363392,0000001C5,false,Rx,0,7,86,00,80,00,3A,FA,FF,00,
199364428,0000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
199365204,0000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
199366004,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
199367040,0000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
199367824,000000199,false,Rx,0,6,1D,F7,CD,7E,03,A0,00,00,
199379116,0000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
199381980,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199392460,00000032E,false,Rx,0,8,FF,FF,FF,5D,AE,FF,FF,4E,
199393556,000000247,false,Rx,0,2,00,00,00,00,00,00,00,00,
199394344,0000000A5,false,Rx,0,8,C4,F1,07,68,80,46,0B,F1,
199395480,0000002E6,false,Rx,0,8,00,64,00,FF,0B,02,0F,28,
199396712,0000002EA,false,Rx,0,8,FF,FF,FF,FF,0B,01,3F,28,
199397872,0000003F8,false,Rx,0,7,00,FF,FF,1F,2E,FF,FF,00,
199404648,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199432660,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,40,F6,
199438844,0000000F2,false,Rx,0,8,F1,FF,87,C1,FF,FF,FF,FF,
199446136,0000001B9,false,Rx,0,2,3C,FF,00,00,00,00,00,00,
199446908,000000281,false,Rx,0,2,D6,F3,00,00,00,00,00,00,
199447992,0000002C4,false,Rx,0,8,61,79,FF,64,64,64,00,F0,
199449336,0000001B3,false,Rx,0,8,FC,11,00,F6,04,FF,8A,48,
199450960,00000012F,false,Rx,0,8,EC,79,8A,DD,F1,01,33,0B,
199452568,0000002BB,false,Rx,0,5,4A,FE,83,00,F2,00,00,00,
199453760,000000289,false,Rx,0,8,7B,FE,E0,E0,E1,00,0C,00,
199454932,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
199456032,000000199,false,Rx,0,6,35,F2,D1,7E,03,A0,00,00,
199457028,00000019A,false,Rx,0,6,CE,F2,93,7E,00,20,00,00,
199458028,00000019F,false,Rx,0,6,7A,F2,FA,7F,00,20,00,00,
199459728,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
199460852,0000001C4,false,Rx,0,7,84,00,82,00,44,FA,FF,00,
199461964,0000001C5,false,Rx,0,7,86,00,80,00,44,FA,FF,00,
199463164,0000005E0,false,Rx,0,8,8C,00,00,6C,00,00,00,FF,
199466848,000000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
199482312,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199492340,0000002F0,false,Rx,0,3,74,30,FF,00,00,00,00,00,
199493268,000000242,false,Rx,0,5,10,F1,FC,28,28,00,00,00,
199494436,0000000A5,false,Rx,0,8,AF,F6,04,58,80,46,0B,F1,
199495528,000000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
199501436,000000297,false,Rx,0,7,53,E6,F0,EC,F0,F0,FC,00,
199504688,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199511236,0000001F6,false,Rx,0,2,80,F0,00,00,00,00,00,00,
199521228,0000005F8,false,Rx,0,8,6E,0A,00,FC,FF,FF,FF,FF,
199532652,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,D0,F7,
199546300,000000281,false,Rx,0,2,DE,F3,00,00,00,00,00,00,
199547796,000000173,false,Rx,0,8,8D,FB,00,02,20,00,F2,D7,
199550964,00000012F,false,Rx,0,8,0B,7A,8A,DD,F1,01,33,0B,
199552124,0000001B3,false,Rx,0,8,FC,11,00,F7,04,FF,8A,49,
199553308,000000289,false,Rx,0,8,27,F1,E0,E0,E1,00,0C,00,
199554480,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
199555580,000000199,false,Rx,0,6,99,FC,D2,7E,03,A0,00,00,
199556580,00000019A,false,Rx,0,6,64,FC,A6,7E,00,20,00,00,
199557576,00000019F,false,Rx,0,6,7E,FC,06,80,00,20,00,00,
199558564,0000002BB,false,Rx,0,5,22,F1,83,00,F2,00,00,00,
199559716,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
199560656,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
199561756,0000001C4,false,Rx,0,7,84,00,82,00,4E,FA,FF,00,
199562864,0000001C5,false,Rx,0,7,86,00,80,00,4E,FA,FF,00,
199564032,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
199571052,0000002CA,false,Rx,0,2,66,6C,00,00,00,00,00,00,
199582664,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199585836,000000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
199593936,0000000A5,false,Rx,0,8,B6,FA,05,48,80,4A,0B,F1,
199604632,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199621520,0000005F8,false,Rx,0,8,6E,0B,00,FC,FF,FF,FF,FF,
199632668,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,60,F9,
199646308,000000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
199650944,00000012F,false,Rx,0,8,56,7B,8A,DD,F1,01,33,0B,
199652120,0000001B3,false,Rx,0,8,FC,11,00,F8,04,FF,8A,4A,
199653308,000000289,false,Rx,0,8,9D,F3,E0,E0,E1,00,0C,00,
199654488,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
199655584,000000199,false,Rx,0,6,CD,F7,D3,7E,03,A0,00,00,
199656580,00000019A,false,Rx,0,6,11,F7,93,7E,00,20,00,00,
199657580,00000019F,false,Rx,0,6,90,F7,04,80,00,20,00,00,
199658568,0000002BB,false,Rx,0,5,05,F3,83,00,F2,00,00,00,
199659712,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
199660836,0000001C4,false,Rx,0,7,84,00,82,00,58,FA,FF,00,
199661944,0000001C5,false,Rx,0,7,86,00,80,00,58,FA,FF,00,
199668372,000000328,false,Rx,0,6,C6,44,EF,11,0E,22,00,00,
199680548,000000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
199683028,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199693860,0000000A5,false,Rx,0,8,19,F1,07,98,80,32,0B,F1,
199700788,000000297,false,Rx,0,7,15,E7,F0,EC,F0,F0,FC,00,
199704628,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199722076,0000005F8,false,Rx,0,8,6E,0C,00,FC,FF,FF,FF,FF,
199732652,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,F0,FA,
199746668,000000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
199747852,000000173,false,Rx,0,8,E5,F1,00,02,20,00,F2,D7,
199749552,0000005E7,false,Rx,0,8,99,01,0A,4B,01,00,00,00,
199750996,00000012F,false,Rx,0,8,62,7C,8A,DD,F2,01,33,0B,
199752184,0000001B3,false,Rx,0,8,FC,11,00,F9,04,FF,8A,4B,
199753372,000000289,false,Rx,0,8,4E,F5,E0,E0,E1,00,0C,00,
199754544,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
199755648,000000199,false,Rx,0,6,11,F2,C8,7E,03,A0,00,00,
199756644,00000019A,false,Rx,0,6,C8,F2,A5,7E,00,20,00,00,
199757640,00000019F,false,Rx,0,6,4F,F2,04,80,00,20,00,00,
199758628,0000002BB,false,Rx,0,5,6C,F5,83,00,F2,00,00,00,
199759708,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
199760652,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
199761760,0000001C4,false,Rx,0,7,84,00,82,00,62,FA,FF,00,
199762860,0000001C5,false,Rx,0,7,86,00,80,00,62,FA,FF,00,
199764028,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
199783364,0000002BF,false,Rx,0,3,7D,B1,0B,00,00,00,00,00,
199793848,0000000A5,false,Rx,0,8,54,F6,08,98,80,36,0B,F1,
199798172,0000003D3,false,Rx,0,2,00,00,00,00,00,00,00,00,
199799120,000000226,false,Rx,0,5,00,FE,FF,00,FF,00,00,00,
199804612,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199809584,000000306,false,Rx,0,2,AC,F7,00,00,00,00,00,00,
199832660,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,80,FC,
199847384,000000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
199850968,00000012F,false,Rx,0,8,3F,7D,8A,DD,F2,01,33,0B,
199852148,0000001B3,false,Rx,0,8,FC,11,00,FA,04,FF,8A,4C,
199853324,000000289,false,Rx,0,8,F4,F7,E0,E0,E1,00,0C,00,
199854492,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
199855592,000000199,false,Rx,0,6,6E,FC,CE,7E,03,A0,00,00,
199856588,00000019A,false,Rx,0,6,B0,FC,9C,7E,00,20,00,00,
199857588,00000019F,false,Rx,0,6,E1,FC,15,80,00,20,00,00,
199858580,0000002BB,false,Rx,0,5,4B,F7,83,00,F2,00,00,00,
199859716,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
199860844,0000001C4,false,Rx,0,7,84,00,82,00,6C,FA,FF,00,
199861940,0000001C5,false,Rx,0,7,86,00,80,00,6C,FA,FF,00,
199884044,0000002F9,false,Rx,0,6,00,FF,00,08,FF,F0,00,00,
199885024,0000002BF,false,Rx,0,3,7D,61,0B,00,00,00,00,00,
199893836,0000000A5,false,Rx,0,8,44,FB,07,78,80,42,0B,F1,
199900672,000000297,false,Rx,0,7,D0,E8,F0,EC,F0,F0,FC,00,
199904608,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
199909568,0000003B0,false,Rx,0,2,FD,FF,00,00,00,00,00,00,
199910840,000000387,false,Rx,0,2,FC,FF,00,00,00,00,00,00,
199911620,000000320,false,Rx,0,2,00,FF,00,00,00,00,00,00,
199932648,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,10,FE,
199946276,000000281,false,Rx,0,2,D3,F3,00,00,00,00,00,00,
199947812,000000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
199949008,0000002C4,false,Rx,0,8,EB,79,FF,64,64,64,00,F0,
199950956,00000012F,false,Rx,0,8,62,7E,8A,DD,F1,01,33,0B,
199952124,0000001B3,false,Rx,0,8,FC,11,00,FB,04,FF,8A,4D,
199953304,000000289,false,Rx,0,8,F5,F9,E0,E0,E1,00,0C,00,
199954480,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
199955580,000000199,false,Rx,0,6,77,F7,D0,7E,03,A0,00,00,
199956576,00000019A,false,Rx,0,6,AA,F7,99,7E,00,20,00,00,
199957572,00000019F,false,Rx,0,6,EB,F7,FE,7F,00,20,00,00,
199958564,0000002BB,false,Rx,0,5,BE,F9,83,00,F2,00,00,00,
199959716,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
199960656,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
199961748,0000001C4,false,Rx,0,7,84,00,82,00,76,FA,FF,00,
199962848,0000001C5,false,Rx,0,7,86,00,80,00,76,FA,FF,00,
199964016,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
199965240,0000005F8,false,Rx,0,8,13,FF,C0,78,FF,FF,FF,FF,
199968832,000000573,false,Rx,0,8,00,00,00,00,BC,0A,00,73,
199984232,0000002BF,false,Rx,0,3,7D,61,0B,00,00,00,00,00,
199993852,0000000A5,false,Rx,0,8,AB,F1,08,78,80,3E,0B,F1,
200004616,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
200032652,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,A0,FF,
200046252,000000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
200050928,00000012F,false,Rx,0,8,63,70,8A,DD,F1,01,33,0B,
200052080,0000001B3,false,Rx,0,8,FC,2D,00,FC,04,FF,8A,6A,
200053272,000000289,false,Rx,0,8,4F,FB,E0,E0,E1,00,0C,00,
200054440,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
200055544,000000199,false,Rx,0,6,12,F2,D3,7E,03,A0,00,00,
200056540,00000019A,false,Rx,0,6,C8,F2,A5,7E,00,20,00,00,
200057536,00000019F,false,Rx,0,6,13,F2,FC,7F,00,20,00,00,
200058532,0000002BB,false,Rx,0,5,99,FB,83,00,F2,00,00,00,
200059724,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
200060860,0000001C4,false,Rx,0,7,84,00,82,00,80,FA,FF,00,
200061972,0000001C5,false,Rx,0,7,86,00,80,00,80,FA,FF,00,
200084612,0000002BF,false,Rx,0,3,7D,61,0B,00,00,00,00,00,
200093924,0000000A5,false,Rx,0,8,97,F5,07,88,80,3C,0B,F1,
200100296,000000297,false,Rx,0,7,96,E9,F0,EC,F0,F0,FC,00,
200104620,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
200112120,000000567,false,Rx,0,8,00,00,00,00,20,00,00,67,
200132656,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,30,F1,
200146332,000000281,false,Rx,0,2,D5,F3,00,00,00,00,00,00,
200147792,000000173,false,Rx,0,8,8D,FB,00,02,20,00,F2,D7,
200150948,00000012F,false,Rx,0,8,3E,71,8A,DD,F1,01,33,0B,
200152120,0000001B3,false,Rx,0,8,FC,2D,00,FD,04,FF,8A,6B,
200153304,000000289,false,Rx,0,8,9C,FD,E0,E0,E1,00,0C,00,
200154476,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
200155576,000000199,false,Rx,0,6,04,FC,D3,7E,03,A0,00,00,
200156568,00000019A,false,Rx,0,6,08,FC,8D,7E,00,20,00,00,
200157564,00000019F,false,Rx,0,6,89,FC,1A,80,00,20,00,00,
200158556,0000002BB,false,Rx,0,5,F0,FD,83,00,F2,00,00,00,
200159708,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
200160648,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
200161736,0000001C4,false,Rx,0,7,84,00,82,00,8A,FA,FF,00,
200162840,0000001C5,false,Rx,0,7,86,00,80,00,8A,FA,FF,00,
200164004,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
200184964,0000002BF,false,Rx,0,3,7D,61,0B,00,00,00,00,00,
200193840,0000000A5,false,Rx,0,8,31,FB,0A,98,80,3C,0B,F1,
200204880,0000002FC,false,Rx,0,7,81,10,01,00,00,00,00,00,
200206084,0000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200207284,0000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200208520,0000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
200209728,0000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
200210984,0000000F0,false,Rx,0,8,FC,FF,FF,FF,FF,FF,FF,FF,
200212084,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
200213148,00000026E,false,Rx,0,8,00,40,40,00,FF,FF,FF,FF,
200214236,0000003BE,false,Rx,0,3,FE,FF,FC,00,00,00,00,00,
200225804,000000510,false,Rx,0,8,00,00,00,00,FF,FF,00,10,
200228072,0000003B5,false,Rx,0,2,FF,00,00,00,00,00,00,00,
200232628,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,C0,F2,
200246600,000000281,false,Rx,0,2,DB,F3,00,00,00,00,00,00,
200250916,00000012F,false,Rx,0,8,D9,72,8A,DD,F1,01,33,0B,
200252072,0000001B3,false,Rx,0,8,FC,2D,00,FE,04,FF,8A,6C,
200253240,000000289,false,Rx,0,8,7A,F0,E0,E0,E1,00,0C,00,
200254412,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
200255520,000000199,false,Rx,0,6,75,F7,C2,7E,03,A0,00,00,
200256508,00000019A,false,Rx,0,6,C6,F7,B2,7E,00,20,00,00,
200257504,00000019F,false,Rx,0,6,DF,F7,09,80,00,20,00,00,
200258496,0000002BB,false,Rx,0,5,BF,F0,83,00,F2,00,00,00,
200259724,0000001A1,false,Rx,0,5,B3,CB,00,00,81,00,00,00,
200260828,0000001C4,false,Rx,0,7,84,00,82,00,94,FA,FF,00,
200261944,0000001C5,false,Rx,0,7,86,00,80,00,94,FA,FF,00,
200277764,0000003FB,false,Rx,0,6,C7,90,01,10,F0,48,00,00,
200278876,0000003B3,false,Rx,0,7,1F,C8,00,00,00,03,F8,00,
200285464,0000002BF,false,Rx,0,3,7D,61,0B,00,00,00,00,00,
200293524,0000003F9,false,Rx,0,8,B8,12,82,32,7A,79,0F,47,
200294704,0000000A5,false,Rx,0,8,3F,F1,09,88,80,40,0B,F1,
200299916,000000297,false,Rx,0,7,5C,EA,F0,EC,F0,F0,FC,00,
200304592,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
200323196,000000578,false,Rx,0,8,00,00,00,00,20,00,00,78,
200332608,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,50,F4,
200347796,000000173,false,Rx,0,8,E5,F1,00,02,20,00,F2,D7,
200348884,000000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
200349652,0000002ED,false,Rx,0,3,11,F5,01,00,00,00,00,00,
200350940,00000012F,false,Rx,0,8,3E,73,8A,DD,F2,01,33,0B,
200352084,0000001B3,false,Rx,0,8,FC,2D,00,F0,04,FF,8A,5E,
200353268,000000289,false,Rx,0,8,C0,F2,E0,E0,E1,00,0C,00,
200354436,0000000E4,false,Rx,0,8,3B,F2,88,82,22,FF,7F,8E,
200355540,000000199,false,Rx,0,6,36,F2,CA,7E,03,A0,00,00,
200356536,00000019A,false,Rx,0,6,80,F2,97,7E,00,20,00,00,
200357532,00000019F,false,Rx,0,6,68,F2,06,80,00,20,00,00,
200358512,0000001EE,false,Rx,0,2,00,FF,00,00,00,00,00,00,
200359292,0000002A6,false,Rx,0,2,00,84,00,00,00,00,00,00,
200360080,0000002BB,false,Rx,0,5,98,F2,83,00,F2,00,00,00,
200361028,00000018F,false,Rx,0,5,0A,80,F1,FF,FF,00,00,00,
200361960,0000001A1,false,Rx,0,5,08,C1,00,00,81,00,00,00,
200362904,0000001C4,false,Rx,0,7,84,00,82,00,9E,FA,FF,00,
200363952,0000001C5,false,Rx,0,7,86,00,80,00,9E,FA,FF,00,
200364984,0000001D6,false,Rx,0,2,F0,CC,00,00,00,00,00,00,
200365776,0000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200366892,0000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200368008,0000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
200369216,0000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
200370308,0000001EA,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
200371096,000000302,false,Rx,0,7,FF,FF,0A,80,FF,FF,FF,00,
200372132,0000003E6,false,Rx,0,2,FF,FF,00,00,00,00,00,00,
200381432,0000002F7,false,Rx,0,6,02,99,51,11,11,F1,00,00,
200382616,000000330,false,Rx,0,8,87,CD,03,09,00,16,DC,08,
200385900,0000002BF,false,Rx,0,3,7D,61,0B,00,00,00,00,00,
200393844,0000000A5,false,Rx,0,8,5B,F6,08,98,80,3C,0B,F1,
200396372,00000032E,false,Rx,0,8,FF,FF,FF,5E,AE,FF,FF,4E,
200404580,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
200414956,0000002A0,false,Rx,0,8,88,88,88,01,FF,FF,FF,FF,
200432632,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,E0,F5,
200446068,0000001B9,false,Rx,0,2,3C,FF,00,00,00,00,00,00,
200446836,000000281,false,Rx,0,2,D7,F3,00,00,00,00,00,00,
200447916,0000002C4,false,Rx,0,8,77,7A,FF,64,64,64,00,F0,
200450940,00000012F,false,Rx,0,8,B0,74,8A,DD,F2,01,33,0B,
200452092,0000001B3,false,Rx,0,8,FC,2D,00,F1,04,FF,8A,5F,
200453284,000000289,false,Rx,0,8,13,F4,E0,E0,E1,00,0C,00,
200454456,0000000E4,false,Rx,0,8,3A,FC,88,82,22,FF,7F,8E,
200455556,000000199,false,Rx,0,6,99,FC,D2,7E,03,A0,00,00,
200456552,00000019A,false,Rx,0,6,FE,FC,98,7E,00,20,00,00,
200457552,00000019F,false,Rx,0,6,D6,FC,F9,7F,00,20,00,00,
200458544,0000002BB,false,Rx,0,5,F1,F4,83,00,F2,00,00,00,
200459708,0000001A1,false,Rx,0,5,FC,C6,00,00,81,00,00,00,
200460824,0000001C4,false,Rx,0,7,84,00,82,00,A8,FA,FF,00,
200461920,0000001C5,false,Rx,0,7,86,00,80,00,A8,FA,FF,00,
200486236,0000002BF,false,Rx,0,3,7D,61,0B,00,00,00,00,00,
200493844,0000000A5,false,Rx,0,8,D8,FB,06,58,80,50,0B,F1,
200496496,000000246,false,Rx,0,5,0C,F4,00,FC,FF,00,00,00,
200499704,000000297,false,Rx,0,7,1A,EB,F0,EC,F0,F0,FC,00,
200504576,000000130,false,Rx,0,5,05,F0,FC,FF,FF,00,00,00,
200518176,0000003AC,false,Rx,0,2,FE,CF,00,00,00,00,00,00,
200524960,0000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200526156,0000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200527388,0000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
200528600,0000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
200529796,0000000E2,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200531012,0000000E6,false,Rx,0,8,F1,FF,E7,FC,FF,FF,FF,FF,
200532228,0000000EA,false,Rx,0,8,81,FF,E7,FC,FF,FF,FF,FF,
200533440,0000000EE,false,Rx,0,8,F1,FF,E7,FD,FF,FF,FF,FF,
200534628,0000001A6,false,Rx,0,8,41,00,40,00,3F,00,70,F7,
200546328,000000281,false,Rx,0,2,D9,F3,00,00,00,00,00,00,
200547800,000000173,false,Rx,0,8,6B,F6,00,02,20,00,F2,D7,
200550912,00000012F,false,Rx,0,8,57,75,8A,DD,F1,01,33,0B,
200552068,0000001B3,false,Rx,0,8,FC,2D,00,F2,04,FF,8A,60,
200553248,000000289,false,Rx,0,8,A9,F6,E0,E0,E1,00,0C,00,
200554420,0000000E4,false,Rx,0,8,0F,F7,88,82,22,FF,7F,8E,
